Slope,Limit,Known Acc,Unknown_acc
0.3,0.17,86.13861386138613,82.2429906542056
0.35,0.17,86.13861386138613,82.2429906542056
0.4,0.17,86.13861386138613,82.2429906542056
0.45,0.17,86.13861386138613,82.2429906542056
0.5,0.17,86.13861386138613,82.2429906542056
0.3,0.17084745762711864,86.13861386138613,82.2429906542056
0.35,0.17084745762711864,86.13861386138613,82.2429906542056
0.4,0.17084745762711864,86.13861386138613,82.2429906542056
0.45,0.17084745762711864,86.13861386138613,82.2429906542056
0.5,0.17084745762711864,86.13861386138613,82.2429906542056
0.3,0.1716949152542373,86.13861386138613,82.2429906542056
0.35,0.1716949152542373,86.13861386138613,82.2429906542056
0.4,0.1716949152542373,86.13861386138613,82.2429906542056
0.45,0.1716949152542373,86.13861386138613,82.2429906542056
0.5,0.1716949152542373,86.13861386138613,82.2429906542056
0.3,0.17254237288135593,86.13861386138613,82.2429906542056
0.35,0.17254237288135593,86.13861386138613,82.2429906542056
0.4,0.17254237288135593,86.13861386138613,82.2429906542056
0.45,0.17254237288135593,86.13861386138613,82.2429906542056
0.5,0.17254237288135593,86.13861386138613,82.2429906542056
0.3,0.1733898305084746,86.46864686468648,82.2429906542056
0.35,0.1733898305084746,86.46864686468648,82.2429906542056
0.4,0.1733898305084746,86.46864686468648,82.2429906542056
0.45,0.1733898305084746,86.46864686468648,82.2429906542056
0.5,0.1733898305084746,86.46864686468648,82.2429906542056
0.3,0.17423728813559322,86.79867986798679,81.93146417445483
0.35,0.17423728813559322,86.79867986798679,81.93146417445483
0.4,0.17423728813559322,86.79867986798679,81.93146417445483
0.45,0.17423728813559322,86.79867986798679,81.93146417445483
0.5,0.17423728813559322,86.79867986798679,81.93146417445483
0.3,0.17508474576271188,87.12871287128714,81.93146417445483
0.35,0.17508474576271188,87.12871287128714,81.93146417445483
0.4,0.17508474576271188,87.12871287128714,81.93146417445483
0.45,0.17508474576271188,87.12871287128714,81.93146417445483
0.5,0.17508474576271188,87.12871287128714,81.93146417445483
0.3,0.1759322033898305,87.45874587458746,81.61993769470405
0.35,0.1759322033898305,87.45874587458746,81.61993769470405
0.4,0.1759322033898305,87.45874587458746,81.61993769470405
0.45,0.1759322033898305,87.45874587458746,81.61993769470405
0.5,0.1759322033898305,87.45874587458746,81.61993769470405
0.3,0.17677966101694917,87.78877887788778,81.61993769470405
0.35,0.17677966101694917,87.78877887788778,81.61993769470405
0.4,0.17677966101694917,87.78877887788778,81.61993769470405
0.45,0.17677966101694917,87.78877887788778,81.61993769470405
0.5,0.17677966101694917,87.78877887788778,81.61993769470405
0.3,0.1776271186440678,88.11881188118812,81.61993769470405
0.35,0.1776271186440678,88.11881188118812,81.61993769470405
0.4,0.1776271186440678,88.11881188118812,81.61993769470405
0.45,0.1776271186440678,88.11881188118812,81.61993769470405
0.5,0.1776271186440678,88.11881188118812,81.61993769470405
0.3,0.17847457627118646,88.44884488448845,81.30841121495327
0.35,0.17847457627118646,88.44884488448845,81.30841121495327
0.4,0.17847457627118646,88.44884488448845,81.30841121495327
0.45,0.17847457627118646,88.44884488448845,81.30841121495327


>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.5,0.17847457627118646,88.44884488448845,81.30841121495327
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>


0.3,0.1793220338983051,88.44884488448845,80.37383177570094
0.35,0.1793220338983051,88.44884488448845,80.37383177570094
0.4,0.1793220338983051,88.44884488448845,80.37383177570094
0.45,0.1793220338983051,88.44884488448845,80.37383177570094
0.5,0.1793220338983051,88.44884488448845,80.37383177570094
0.3,0.18016949152542375,88.77887788778878,80.06230529595015
0.35,0.18016949152542375,88.77887788778878,80.06230529595015
0.4,0.18016949152542375,88.77887788778878,80.06230529595015
0.45,0.18016949152542375,88.77887788778878,80.06230529595015
0.5,0.18016949152542375,88.77887788778878,80.06230529595015
0.3,0.18101694915254238,89.10891089108911,79.75077881619937
0.35,0.18101694915254238,89.10891089108911,79.75077881619937
0.4,0.18101694915254238,89.10891089108911,79.75077881619937
0.45,0.18101694915254238,89.10891089108911,79.75077881619937
0.5,0.18101694915254238,89.10891089108911,79.75077881619937
0.3,0.18186440677966104,89.10891089108911,79.43925233644859
0.35,0.18186440677966104,89.10891089108911,79.43925233644859
0.4,0.18186440677966104,89.10891089108911,79.43925233644859
0.45,0.18186440677966104,89.10891089108911,79.43925233644859
0.5,0.18186440677966104,89.10891089108911,79.43925233644859
0.3,0.18271186440677967,89.10891089108911,79.12772585669782
0.35,0.18271186440677967,89.10891089108911,79.12772585669782
0.4,0.18271186440677967,89.10891089108911,79.12772585669782
0.45,0.18271186440677967,89.10891089108911,79.12772585669782
0.5,0.18271186440677967,89.10891089108911,79.12772585669782
0.3,0.18355932203389833,89.43894389438944,78.19314641744548
0.35,0.18355932203389833,89.43894389438944,78.19314641744548
0.4,0.18355932203389833,89.43894389438944,78.19314641744548
0.45,0.18355932203389833,89.43894389438944,78.19314641744548
0.5,0.18355932203389833,89.43894389438944,78.19314641744548
0.3,0.18440677966101696,89.43894389438944,78.19314641744548
0.35,0.18440677966101696,89.43894389438944,78.19314641744548
0.4,0.18440677966101696,89.43894389438944,78.19314641744548
0.45,0.18440677966101696,89.43894389438944,78.19314641744548
0.5,0.18440677966101696,89.43894389438944,78.19314641744548
0.3,0.18525423728813561,89.43894389438944,77.25856697819314
0.35,0.18525423728813561,89.43894389438944,77.25856697819314
0.4,0.18525423728813561,89.43894389438944,77.25856697819314
0.45,0.18525423728813561,89.43894389438944,77.25856697819314
0.5,0.18525423728813561,89.43894389438944,77.25856697819314
0.3,0.18610169491525425,89.43894389438944,77.25856697819314
0.35,0.18610169491525425,89.43894389438944,77.25856697819314
0.4,0.18610169491525425,89.43894389438944,77.25856697819314
0.45,0.18610169491525425,89.43894389438944,77.25856697819314
0.5,0.18610169491525425,89.43894389438944,77.25856697819314
0.3,0.18694915254237288,89.43894389438944,76.94704049844236
0.35,0.18694915254237288,89.43894389438944,76.94704049844236
0.4,0.18694915254237288,89.43894389438944,76.94704049844236
0.45,0.18694915254237288,89.43894389438944,76.94704049844236
0.5,0.18694915254237288,89.43894389438944,76.94704049844236
0.3,0.18779661016949153,89.76897689768977,76.63551401869158
0.35,0.18779661016949153,89.76897689768977,76.63551401869158
0.4,0.18779661016949153,89.76897689768977,76.63551401869158
0.45,0.18779661016949153,89.76897689768977,76.63551401869158
0.5,0.18779661016949153,89.76897689768977,76.63551401869158
0.3,0.18864406779661017,90.0990099009901,76.32398753894081
0.35,0.18864406779661017,90.0990099009901,76.32398753894081
0.4,0.18864406779661017,90.0990099009901,76.32398753894081
0.45,0.18864406779661017,90.0990099009901,76.32398753894081
0.5,0.18864406779661017,90.0990099009901,76.32398753894081
0.3,0.18949152542372882,90.0990099009901,76.32398753894081
0.35,0.18949152542372882,90.0990099009901,76.32398753894081
0.4,0.18949152542372882,90.0990099009901,76.32398753894081
0.45,0.18949152542372882,90.0990099009901,76.32398753894081
0.5,0.18949152542372882,90.0990099009901,76.32398753894081
0.3,0.19033898305084745,90.42904290429043,76.01246105919003
0.35,0.19033898305084745,90.42904290429043,76.01246105919003
0.4,0.19033898305084745,90.42904290429043,76.01246105919003
0.45,0.19033898305084745,90.42904290429043,76.01246105919003

>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
0.5,0.19033898305084745,90.42904290429043,76.01246105919003
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>

0.3,0.1911864406779661,90.42904290429043,76.01246105919003
0.35,0.1911864406779661,90.42904290429043,76.01246105919003
0.4,0.1911864406779661,90.42904290429043,76.01246105919003
0.45,0.1911864406779661,90.42904290429043,76.01246105919003
0.5,0.1911864406779661,90.42904290429043,76.01246105919003
0.3,0.19203389830508474,90.42904290429043,75.0778816199377
0.35,0.19203389830508474,90.42904290429043,75.0778816199377
0.4,0.19203389830508474,90.42904290429043,75.0778816199377
0.45,0.19203389830508474,90.42904290429043,75.0778816199377
0.5,0.19203389830508474,90.42904290429043,75.0778816199377
0.3,0.1928813559322034,90.75907590759076,74.45482866043614
0.35,0.1928813559322034,90.75907590759076,74.45482866043614
0.4,0.1928813559322034,90.75907590759076,74.45482866043614
0.45,0.1928813559322034,90.75907590759076,74.45482866043614
0.5,0.1928813559322034,90.75907590759076,74.45482866043614
0.3,0.19372881355932203,90.75907590759076,74.14330218068535
0.35,0.19372881355932203,90.75907590759076,74.14330218068535
0.4,0.19372881355932203,90.75907590759076,74.14330218068535
0.45,0.19372881355932203,90.75907590759076,74.14330218068535
0.5,0.19372881355932203,90.75907590759076,74.14330218068535
0.3,0.1945762711864407,90.75907590759076,73.83177570093457
0.35,0.1945762711864407,90.75907590759076,73.83177570093457
0.4,0.1945762711864407,90.75907590759076,73.83177570093457
0.45,0.1945762711864407,90.75907590759076,73.83177570093457
0.5,0.1945762711864407,90.75907590759076,73.83177570093457
0.3,0.19542372881355932,90.75907590759076,72.89719626168224
0.35,0.19542372881355932,90.75907590759076,72.89719626168224
0.4,0.19542372881355932,90.75907590759076,72.89719626168224
0.45,0.19542372881355932,90.75907590759076,72.89719626168224
0.5,0.19542372881355932,90.75907590759076,72.89719626168224
0.3,0.19627118644067798,90.75907590759076,72.89719626168224
0.35,0.19627118644067798,90.75907590759076,72.89719626168224
0.4,0.19627118644067798,90.75907590759076,72.89719626168224
0.45,0.19627118644067798,90.75907590759076,72.89719626168224
0.5,0.19627118644067798,90.75907590759076,72.89719626168224
0.3,0.1971186440677966,90.75907590759076,71.96261682242991
0.35,0.1971186440677966,90.75907590759076,71.96261682242991
0.4,0.1971186440677966,90.75907590759076,71.96261682242991
0.45,0.1971186440677966,90.75907590759076,71.96261682242991
